ItemID,FeatureID,Value
1075,1,1.0000
1075,2,1.0000
1075,4,1.0000
1075,9,1.0000
1075,31,1.0000
1075,83,1.0000
1075,91,1.0000
1075,150,1.0000
1075,303,1.0000
1075,305,1.0000
1075,318,1.0000
1075,321,1.0000
1075,369,1.0000
1076,0,1.0000
1076,1,1.0000
1076,2,1.0000
1076,3,1.0000
1076,16,1.0000
1076,22,1.0000
1076,48,1.0000
1076,201,1.0000
1076,343,1.0000
1077,0,1.0000
1077,1,1.0000
1077,2,1.0000
1077,3,1.0000
1077,4,1.0000
1077,11,1.0000
1077,26,1.0000
1077,41,1.0000
1077,131,1.0000
1077,189,1.0000
1077,233,1.0000
1077,247,1.0000
1077,347,1.0000
1077,360,1.0000
1077,364,1.0000
1078,0,1.0000
1078,1,1.0000
1078,2,1.0000
1078,3,1.0000
1078,5,1.0000
1078,8,1.0000
1078,10,1.0000
1078,43,1.0000
1078,87,1.0000
1078,126,1.0000
1078,226,1.0000
1078,288,1.0000
1078,372,1.0000
1079,0,1.0000
1079,1,1.0000
1079,2,1.0000
1079,3,1.0000
1079,5,1.0000
1079,11,1.0000
1079,16,1.0000
1079,22,1.0000
1079,26,1.0000
1079,41,1.0000
1079,84,1.0000
1079,166,1.0000
1079,206,1.0000
1079,209,1.0000
1079,214,1.0000
1079,311,1.0000
1079,342,1.0000
1080,0,1.0000
1080,1,1.0000
1080,2,1.0000
1080,3,1.0000
1080,5,1.0000
1080,7,1.0000
1080,13,1.0000
1080,17,1.0000
1080,19,1.0000
1080,20,1.0000
1080,44,1.0000
1080,222,3.0000
1080,296,1.0000
1080,300,1.0000
1080,308,1.0000
1081,0,1.0000
1081,1,1.0000
1081,2,1.0000
1081,4,1.0000
1081,6,1.0000
1081,9,1.0000
1081,18,1.0000
1081,131,1.0000
1081,303,1.0000
1081,316,1.0000
1082,0,1.0000
1082,1,1.0000
1082,2,1.0000
1082,4,1.0000
1082,6,1.0000
1082,9,1.0000
1082,13,1.0000
1082,15,1.0000
1082,18,1.0000
1082,21,1.0000
1082,35,1.0000
1082,47,1.0000
1082,61,1.0000
1082,109,1.0000
1082,123,1.0000
1082,143,1.0000
1082,156,1.0000
1082,173,1.0000
1082,190,1.0000
1082,369,1.0000
1082,392,1.0000
1082,395,1.0000
1082,397,1.0000
1083,0,1.0000
1083,1,1.0000
1083,2,1.0000
1083,3,1.0000
1083,4,1.0000
1083,200,1.0000
1083,307,4.0000
1083,321,1.0000
1083,338,1.0000
1083,364,1.0000
1084,0,1.0000
1084,1,1.0000
1084,2,1.0000
1084,3,1.0000
1084,11,1.0000
1084,18,1.0000
1084,22,1.0000
1084,26,1.0000
1084,40,1.0000
1084,93,2.0000
1084,99,1.0000
1084,134,1.0000
1084,173,1.0000
1084,243,1.0000
1084,281,1.0000
1084,325,1.0000
1085,0,1.0000
1085,1,1.0000
1085,2,1.0000
1085,3,1.0000
1085,4,1.0000
1085,9,1.0000
1085,11,1.0000
1085,15,1.0000
1085,16,1.0000
1085,26,1.0000
1085,194,1.0000
1085,206,1.0000
1085,208,1.0000
1085,237,3.0000
1085,295,1.0000
1086,0,1.0000
1086,1,1.0000
1086,2,1.0000
1086,3,1.0000
1086,4,1.0000
1086,5,1.0000
1086,100,1.0000
1086,181,1.0000
1086,307,1.0000
1087,0,1.0000
1087,1,1.0000
1087,2,1.0000
1087,3,1.0000
1087,4,1.0000
1087,5,1.0000
1087,26,1.0000
1087,88,1.0000
1087,178,1.0000
1087,247,1.0000
1088,0,1.0000
1088,1,1.0000
1088,2,1.0000
1088,3,1.0000
1088,5,1.0000
1088,26,1.0000
1088,115,1.0000
1088,131,1.0000
1088,262,1.0000
1088,295,1.0000
1089,0,1.0000
1089,1,1.0000
1089,2,1.0000
1089,3,1.0000
1089,4,1.0000
1089,5,1.0000
1089,7,1.0000
1089,107,1.0000
1089,131,1.0000
1089,159,1.0000
1089,231,1.0000
1089,258,1.0000
1089,321,1.0000
1089,347,1.0000
1090,0,1.0000
1090,1,1.0000
1090,2,1.0000
1090,3,1.0000
1090,16,1.0000
1090,22,1.0000
1090,201,1.0000
1090,299,1.0000
1090,387,1.0000
1091,0,1.0000
1091,1,1.0000
1091,2,1.0000
1091,3,1.0000
1091,16,1.0000
1091,22,1.0000
1091,201,1.0000
1091,299,1.0000
1091,387,1.0000
1092,0,1.0000
1092,1,1.0000
1092,2,1.0000
1092,3,1.0000
1092,6,1.0000
1092,8,1.0000
1092,9,1.0000
1092,11,1.0000
1092,40,1.0000
1092,184,1.0000
1092,360,1.0000
1093,0,1.0000
1093,1,1.0000
1093,2,1.0000
1093,3,1.0000
1093,5,1.0000
1093,7,1.0000
1093,30,1.0000
1093,73,1.0000
1093,164,1.0000
1094,0,1.0000
1094,1,1.0000
1094,2,1.0000
1094,3,1.0000
1094,5,1.0000
1094,11,1.0000
1094,16,1.0000
1094,22,1.0000
1094,201,1.0000
1094,262,2.0000
1095,0,1.0000
1095,13,1.0000
1095,20,1.0000
1095,22,1.0000
1095,25,1.0000
1095,32,1.0000
1095,34,1.0000
1095,39,1.0000
1095,50,1.0000
1095,157,1.0000
1095,197,1.0000
1095,254,1.0000
1096,0,1.0000
1096,1,1.0000
1096,2,1.0000
1096,3,1.0000
1096,11,1.0000
1096,16,1.0000
1096,22,1.0000
1096,48,1.0000
1096,164,1.0000
1096,201,1.0000
1096,397,1.0000
1097,0,1.0000
1097,1,1.0000
1097,2,1.0000
1097,3,1.0000
1097,4,1.0000
1097,5,1.0000
1097,9,1.0000
1097,13,1.0000
1097,21,1.0000
1097,100,1.0000
1097,131,1.0000
1097,154,1.0000
1097,159,1.0000
1097,173,1.0000
1097,226,1.0000
1097,231,1.0000
1097,300,1.0000
1097,321,1.0000
1097,347,1.0000
1097,378,1.0000
1098,0,1.0000
1098,1,1.0000
1098,2,1.0000
1098,3,1.0000
1098,6,1.0000
1098,8,1.0000
1098,14,1.0000
1098,24,1.0000
1098,34,1.0000
1098,148,1.0000
1098,244,1.0000
1098,251,1.0000
1098,254,1.0000
1098,321,1.0000
1098,366,1.0000
1099,0,1.0000
1099,1,1.0000
1099,2,1.0000
1099,4,1.0000
1099,6,1.0000
1099,8,1.0000
1099,9,1.0000
1099,18,1.0000
1099,94,1.0000
1099,135,1.0000
1100,0,1.0000
1100,1,1.0000
1100,2,1.0000
1100,3,1.0000
1100,4,1.0000
1100,19,1.0000
1101,0,1.0000
1101,4,1.0000
1101,5,1.0000
1101,115,1.0000
1102,0,1.0000
1102,1,1.0000
1102,2,1.0000
1102,3,1.0000
1102,8,1.0000
1102,11,1.0000
1102,14,1.0000
1102,17,1.0000
1102,24,1.0000
1102,89,1.0000
1102,181,1.0000
1102,204,1.0000
1103,0,1.0000
1103,1,1.0000
1103,2,1.0000
1103,3,1.0000
1103,6,1.0000
1103,14,1.0000
1104,0,1.0000
1104,1,1.0000
1104,2,1.0000
1104,3,1.0000
1104,6,1.0000
1104,8,1.0000
1104,11,1.0000
1104,14,1.0000
1104,93,1.0000
1104,134,1.0000
1104,141,1.0000
1104,183,1.0000
1104,271,1.0000
1105,0,1.0000
1105,1,1.0000
1105,2,1.0000
1105,3,1.0000
1105,4,1.0000
1105,367,2.0000
1106,0,1.0000
1106,1,1.0000
1106,2,1.0000
1106,3,1.0000
1106,8,1.0000
1106,11,1.0000
1106,17,1.0000
1106,38,1.0000
1106,45,1.0000
1106,194,1.0000
1106,208,1.0000
1106,243,1.0000
1107,0,1.0000
1107,1,1.0000
1107,2,1.0000
1107,3,1.0000
1107,8,1.0000
1107,11,1.0000
1107,14,1.0000
1107,17,1.0000
1107,99,1.0000
1107,150,1.0000
1107,241,1.0000
1107,255,1.0000
1107,281,1.0000
1107,326,1.0000
1107,341,1.0000
1108,0,1.0000
1108,1,1.0000
1108,2,1.0000
1108,3,1.0000
1108,8,1.0000
1108,11,1.0000
1108,14,1.0000
1108,164,1.0000
1108,244,1.0000
1108,339,3.0000
1108,354,1.0000
1108,355,2.0000
1109,0,1.0000
1109,1,1.0000
1109,2,1.0000
1109,3,1.0000
1109,8,1.0000
1109,11,1.0000
1109,14,1.0000
1109,20,1.0000
1109,35,1.0000
1109,234,1.0000
1109,244,1.0000
1109,302,1.0000
1109,339,2.0000
1109,355,1.0000
1109,381,1.0000
1110,0,1.0000
1110,1,1.0000
1110,2,1.0000
1110,3,1.0000
1110,4,1.0000
1110,10,1.0000
1110,18,1.0000
1110,19,1.0000
1110,41,1.0000
1110,80,1.0000
1110,83,1.0000
1110,91,1.0000
1110,191,1.0000
1110,318,1.0000
1111,0,1.0000
1111,1,1.0000
1111,2,1.0000
1111,3,1.0000
1111,5,1.0000
1111,57,1.0000
1111,371,1.0000
1112,0,1.0000
1112,1,1.0000
1112,2,1.0000
1112,3,1.0000
1112,4,1.0000
1112,25,1.0000
1112,48,1.0000
1112,367,1.0000
1113,0,1.0000
1113,8,1.0000
1113,10,1.0000
1113,14,1.0000
1113,22,1.0000
1113,32,1.0000
1113,34,1.0000
1113,39,1.0000
1113,254,1.0000
1114,0,1.0000
1114,1,1.0000
1114,2,1.0000
1114,3,1.0000
1114,4,1.0000
1114,7,1.0000
1114,9,1.0000
1114,16,1.0000
1114,17,1.0000
1114,48,1.0000
1114,286,1.0000
1115,0,1.0000
1115,8,1.0000
1115,10,1.0000
1115,14,1.0000
1115,22,1.0000
1115,32,1.0000
1115,34,1.0000
1115,39,1.0000
1116,0,1.0000
1116,1,1.0000
1116,2,1.0000
1116,3,1.0000
1116,8,1.0000
1116,9,1.0000
1116,10,1.0000
1116,11,1.0000
1116,13,1.0000
1116,19,1.0000
1116,20,1.0000
1116,25,1.0000
1116,40,1.0000
1116,148,1.0000
1116,184,1.0000
1116,251,1.0000
1116,284,1.0000
1116,374,1.0000
1117,0,1.0000
1117,6,1.0000
1117,8,1.0000
1117,14,1.0000
1117,22,1.0000
1117,32,1.0000
1117,34,1.0000
1117,39,1.0000
1117,254,1.0000
1118,0,1.0000
1118,8,1.0000
1118,14,1.0000
1118,22,1.0000
1118,32,1.0000
1118,34,1.0000
1118,39,1.0000
1119,0,1.0000
1119,8,1.0000
1119,14,1.0000
1119,22,1.0000
1119,32,1.0000
1119,34,1.0000
1119,39,1.0000
1119,254,1.0000
1120,0,1.0000
1120,14,1.0000
1120,22,1.0000
1120,32,1.0000
1120,34,1.0000
1120,39,1.0000
1122,0,1.0000
1122,1,1.0000
1122,2,1.0000
1122,3,1.0000
1122,5,1.0000
1122,11,1.0000
1122,16,1.0000
1122,22,1.0000
1122,48,1.0000
1122,201,1.0000
1122,247,1.0000
1123,0,1.0000
1123,1,1.0000
1123,2,1.0000
1123,3,1.0000
1123,6,1.0000
1123,12,1.0000
1123,15,1.0000
1123,69,1.0000
1123,290,1.0000
1124,0,1.0000
1124,1,1.0000
1124,2,1.0000
1124,3,1.0000
1124,8,1.0000
1124,11,1.0000
1124,14,1.0000
1124,48,1.0000
1124,173,1.0000
1124,226,1.0000
1124,267,1.0000
1124,281,1.0000
1124,383,1.0000
1125,0,1.0000
1125,1,1.0000
1125,2,1.0000
1125,3,1.0000
1125,6,1.0000
1125,8,1.0000
1125,9,1.0000
1125,14,1.0000
1125,26,1.0000
1125,29,1.0000
1125,32,1.0000
1125,34,1.0000
1125,42,1.0000
1125,56,1.0000
1125,71,1.0000
1125,77,1.0000
1125,96,1.0000
1125,148,1.0000
1125,243,1.0000
1125,381,1.0000
1126,0,1.0000
1126,1,1.0000
1126,2,1.0000
1126,3,1.0000
1126,6,1.0000
1126,8,1.0000
1126,10,1.0000
1126,11,1.0000
1126,14,1.0000
1126,32,1.0000
1126,95,1.0000
1126,311,1.0000
1127,0,1.0000
1127,1,1.0000
1127,2,1.0000
1127,3,1.0000
1127,8,1.0000
1127,11,1.0000
1127,55,1.0000
1127,93,1.0000
1127,98,1.0000
1127,134,1.0000
1127,245,1.0000
1127,256,1.0000
1128,0,1.0000
1128,1,1.0000
1128,2,1.0000
1128,3,1.0000
1128,5,1.0000
1128,10,1.0000
1128,24,1.0000
1129,0,1.0000
1129,1,1.0000
1129,2,1.0000
1129,3,1.0000
1129,6,1.0000
1129,8,1.0000
1129,11,1.0000
1129,36,1.0000
1129,55,1.0000
1129,78,1.0000
1129,196,2.0000
1130,0,1.0000
1130,1,1.0000
1130,2,1.0000
1130,3,1.0000
1130,8,1.0000
1130,14,1.0000
1130,33,1.0000
1130,78,1.0000
1130,220,1.0000
1130,293,1.0000
1131,0,1.0000
1131,1,1.0000
1131,2,1.0000
1131,3,1.0000
1131,8,1.0000
1131,11,1.0000
1131,17,1.0000
1131,50,1.0000
1131,78,1.0000
1131,245,1.0000
1131,337,1.0000
1132,0,1.0000
1132,1,1.0000
1132,2,1.0000
1132,3,1.0000
1132,4,1.0000
1132,6,1.0000
1132,32,1.0000
1132,50,1.0000
1132,59,1.0000
1132,187,1.0000
1132,280,1.0000
1132,303,1.0000
1132,388,1.0000
1133,0,1.0000
1133,1,1.0000
1133,2,1.0000
1133,3,1.0000
1133,6,1.0000
1133,8,1.0000
1133,10,1.0000
1133,19,1.0000
1133,27,1.0000
1133,372,2.0000
1134,0,1.0000
1134,1,1.0000
1134,2,1.0000
1134,3,1.0000
1134,4,1.0000
1134,12,1.0000
1134,17,1.0000
1134,21,1.0000
1134,24,1.0000
1134,52,1.0000
1134,89,1.0000
1134,166,1.0000
1134,239,1.0000
1134,284,1.0000
1134,290,1.0000
1134,348,1.0000
1134,349,1.0000
1134,385,1.0000
1135,0,1.0000
1135,1,1.0000
1135,2,1.0000
1135,3,1.0000
1135,4,1.0000
1135,19,1.0000
1135,21,1.0000
1135,43,1.0000
1135,81,1.0000
1135,110,1.0000
1135,122,1.0000
1135,207,1.0000
1135,244,2.0000
1136,0,1.0000
1136,1,1.0000
1136,6,1.0000
1136,17,1.0000
1136,18,1.0000
1136,24,1.0000
1136,32,1.0000
1136,34,1.0000
1136,35,1.0000
1136,39,1.0000
1137,0,1.0000
1137,1,1.0000
1137,2,1.0000
1137,3,1.0000
1137,4,1.0000
1137,6,1.0000
1137,8,1.0000
1137,9,1.0000
1137,24,1.0000
1137,59,1.0000
1137,65,1.0000
1137,148,1.0000
1137,173,1.0000
1137,251,1.0000
1137,374,1.0000
1137,395,1.0000
1138,0,1.0000
1138,1,1.0000
1138,2,1.0000
1138,4,1.0000
1138,6,1.0000
1138,14,1.0000
1138,18,1.0000
1138,29,1.0000
1138,32,1.0000
1138,34,1.0000
1138,192,1.0000
1138,304,1.0000
1138,361,1.0000
1139,0,1.0000
1139,1,1.0000
1139,2,1.0000
1139,3,1.0000
1139,5,1.0000
1139,7,1.0000
1139,16,1.0000
1139,17,1.0000
1139,48,1.0000
1139,240,1.0000
1140,0,1.0000
1140,1,1.0000
1140,2,1.0000
1140,6,1.0000
1140,8,1.0000
1140,9,1.0000
1140,67,1.0000
1140,158,1.0000
1141,0,1.0000
1141,1,1.0000
1141,2,1.0000
1141,3,1.0000
1141,4,1.0000
1141,6,1.0000
1141,8,1.0000
1141,9,1.0000
1141,11,1.0000
1141,14,1.0000
1141,18,1.0000
1141,42,1.0000
1141,144,1.0000
1141,146,1.0000
1141,193,1.0000
1142,0,1.0000
1142,1,1.0000
1142,2,1.0000
1142,3,1.0000
1142,4,1.0000
1142,6,1.0000
1142,10,1.0000
1142,14,1.0000
1143,0,1.0000
1143,1,1.0000
1143,2,1.0000
1143,3,1.0000
1143,6,1.0000
1143,8,1.0000
1143,11,1.0000
1143,14,1.0000
1143,17,1.0000
1143,32,1.0000
1143,33,1.0000
1143,82,1.0000
1143,181,1.0000
1144,0,1.0000
1144,1,1.0000
1144,2,1.0000
1144,3,1.0000
1144,4,1.0000
1144,6,1.0000
1144,8,1.0000
1144,10,1.0000
1144,27,1.0000
1144,74,1.0000
1144,244,1.0000
1144,284,1.0000
1144,372,1.0000
1144,385,1.0000
1145,0,1.0000
1145,1,1.0000
1145,2,1.0000
1145,3,1.0000
1145,5,1.0000
1145,45,1.0000
1145,393,1.0000
1146,0,1.0000
1146,1,1.0000
1146,2,1.0000
1146,3,1.0000
1146,6,1.0000
1146,8,1.0000
1146,11,1.0000
1146,14,1.0000
1146,33,1.0000
1146,181,1.0000
1146,368,1.0000
1147,0,1.0000
1147,1,1.0000
1147,2,1.0000
1147,3,1.0000
1147,4,1.0000
1147,11,1.0000
1147,16,1.0000
1147,22,1.0000
1147,48,1.0000
1147,188,1.0000
1147,344,1.0000
1148,0,1.0000
1148,1,1.0000
1148,2,1.0000
1148,3,1.0000
1148,6,1.0000
1148,8,1.0000
1148,10,1.0000
1148,40,1.0000
1148,120,1.0000
1148,245,1.0000
1148,301,1.0000
1149,0,1.0000
1149,1,1.0000
1149,2,1.0000
1149,3,1.0000
1149,4,1.0000
1149,6,1.0000
1149,8,1.0000
1149,11,1.0000
1149,14,1.0000
1149,29,1.0000
1149,32,1.0000
1149,55,1.0000
1149,290,1.0000
1149,399,1.0000
1150,0,1.0000
1150,1,1.0000
1150,2,1.0000
1150,3,1.0000
1150,4,1.0000
1150,6,1.0000
1150,33,1.0000
1150,110,1.0000
1150,149,1.0000
1150,203,1.0000
1151,0,1.0000
1151,1,1.0000
1151,2,1.0000
1151,3,1.0000
1151,5,1.0000
1151,8,1.0000
1151,33,1.0000
1151,36,1.0000
1152,0,1.0000
1152,1,1.0000
1152,2,1.0000
1152,3,1.0000
1152,5,1.0000
1152,7,1.0000
1152,10,1.0000
1152,35,1.0000
1152,55,1.0000
1152,351,1.0000
1153,0,1.0000
1153,1,1.0000
1153,2,1.0000
1153,3,1.0000
1153,5,1.0000
1153,8,1.0000
1153,11,1.0000
1153,48,1.0000
1153,235,1.0000
1153,272,1.0000
1153,319,1.0000
1153,327,1.0000
1154,0,1.0000
1154,1,1.0000
1154,2,1.0000
1154,3,1.0000
1154,7,1.0000
1154,26,1.0000
1154,336,1.0000
1155,0,1.0000
1155,1,1.0000
1155,2,1.0000
1155,3,1.0000
1155,5,1.0000
1155,7,1.0000
1155,8,1.0000
1155,11,1.0000
1155,13,1.0000
1155,19,1.0000
1155,33,1.0000
1155,105,1.0000
1155,117,1.0000
1155,169,1.0000
1155,354,2.0000
1156,0,1.0000
1156,1,1.0000
1156,2,1.0000
1156,3,1.0000
1156,5,1.0000
1156,8,1.0000
1156,11,1.0000
1156,24,1.0000
1156,59,1.0000
1156,85,1.0000
1156,89,1.0000
1156,165,1.0000
1156,204,1.0000
1156,307,1.0000
1157,0,1.0000
1157,1,1.0000
1157,2,1.0000
1157,3,1.0000
1157,4,1.0000
1157,30,1.0000
1157,40,1.0000
1157,338,1.0000
1158,0,1.0000
1158,1,1.0000
1158,2,1.0000
1158,3,1.0000
1158,4,1.0000
1158,24,1.0000
1159,0,1.0000
1159,1,1.0000
1159,2,1.0000
1159,3,1.0000
1159,4,1.0000
1159,26,1.0000
1159,161,1.0000
1159,220,1.0000
1159,265,1.0000
1160,0,1.0000
1160,1,1.0000
1160,2,1.0000
1160,3,1.0000
1160,6,1.0000
1160,8,1.0000
1160,9,1.0000
1160,11,1.0000
1160,13,1.0000
1160,15,1.0000
1160,38,1.0000
1160,227,1.0000
1160,313,1.0000
1161,0,1.0000
1161,1,1.0000
1161,2,1.0000
1161,3,1.0000
1161,4,1.0000
1161,6,1.0000
1161,10,1.0000
1161,24,1.0000
1161,340,1.0000
1162,0,1.0000
1162,1,1.0000
1162,2,1.0000
1162,3,1.0000
1162,11,1.0000
1162,13,1.0000
1162,16,1.0000
1162,17,1.0000
1162,55,1.0000
1162,98,1.0000
1162,147,1.0000
1163,0,1.0000
1163,1,1.0000
1163,2,1.0000
1163,3,1.0000
1163,5,1.0000
1163,6,1.0000
1163,10,1.0000
1163,38,1.0000
1163,169,2.0000
1163,218,1.0000
1163,252,1.0000
1163,336,1.0000
1164,0,1.0000
1164,1,1.0000
1164,2,1.0000
1164,4,1.0000
1164,37,1.0000
1164,40,1.0000
1164,133,1.0000
1164,253,1.0000
1164,362,1.0000
1165,0,1.0000
1165,1,1.0000
1165,2,1.0000
1165,3,1.0000
1165,4,1.0000
1165,5,1.0000
1165,6,1.0000
1165,17,1.0000
1165,46,1.0000
1165,113,1.0000
1165,259,1.0000
1166,0,1.0000
1166,1,1.0000
1166,2,1.0000
1166,3,1.0000
1166,5,1.0000
1166,7,1.0000
1166,57,1.0000
1166,222,3.0000
1166,308,1.0000
1167,0,1.0000
1167,1,1.0000
1167,2,1.0000
1167,3,1.0000
1167,4,1.0000
1167,5,1.0000
1167,7,1.0000
1167,19,1.0000
1167,26,1.0000
1167,65,1.0000
1167,110,1.0000
1167,203,1.0000
1167,234,1.0000
1167,366,1.0000
1168,0,1.0000
1168,1,1.0000
1168,2,1.0000
1168,3,1.0000
1168,4,1.0000
1168,16,1.0000
1168,30,1.0000
1168,112,1.0000
1168,197,1.0000
1168,203,1.0000
1168,398,1.0000
1169,0,1.0000
1169,1,1.0000
1169,2,1.0000
1169,3,1.0000
1169,4,1.0000
1169,8,1.0000
1169,13,1.0000
1169,20,1.0000
1169,112,1.0000
1169,125,1.0000
1169,233,1.0000
1170,0,1.0000
1170,1,1.0000
1170,2,1.0000
1170,3,1.0000
1170,4,1.0000
1170,5,1.0000
1170,10,1.0000
1170,19,1.0000
1170,46,1.0000
1170,300,3.0000
1170,329,1.0000
1171,0,1.0000
1171,1,1.0000
1171,2,1.0000
1171,3,1.0000
1171,5,1.0000
1171,27,1.0000
1171,217,1.0000
1171,240,2.0000
1171,320,1.0000
1172,0,1.0000
1172,1,1.0000
1172,5,1.0000
1172,6,1.0000
1172,8,1.0000
1172,10,1.0000
1172,45,1.0000
1172,56,1.0000
1172,60,1.0000
1172,114,1.0000
1172,219,1.0000
1173,0,1.0000
1173,1,1.0000
1173,2,1.0000
1173,3,1.0000
1173,4,1.0000
1173,6,1.0000
1173,18,1.0000
1173,55,1.0000
1173,151,1.0000
1174,0,1.0000
1174,1,1.0000
1174,2,1.0000
1174,4,1.0000
1174,18,1.0000
1174,29,1.0000
1174,57,1.0000
1174,115,1.0000
1175,0,1.0000
1175,1,1.0000
1175,2,1.0000
1175,3,1.0000
1175,4,1.0000
1175,7,1.0000
1175,13,1.0000
1175,20,1.0000
1175,40,1.0000
1175,177,1.0000
1175,184,1.0000
1175,275,1.0000
1176,0,1.0000
1176,1,1.0000
1176,4,1.0000
1176,7,1.0000
1176,19,1.0000
1176,58,1.0000
1176,105,1.0000
1177,0,1.0000
1177,1,1.0000
1177,2,1.0000
1177,3,1.0000
1177,4,1.0000
1177,7,1.0000
1177,11,1.0000
1177,36,1.0000
1177,55,1.0000
1177,98,1.0000
1177,152,1.0000
1177,163,1.0000
1177,256,1.0000
1178,0,1.0000
1178,1,1.0000
1178,2,1.0000
1178,4,1.0000
1178,7,1.0000
1178,9,1.0000
1178,94,1.0000
1178,203,1.0000
1178,226,1.0000
1179,0,1.0000
1179,1,1.0000
1179,2,1.0000
1179,3,1.0000
1179,4,1.0000
1179,31,1.0000
1179,110,1.0000
1179,112,1.0000
1179,185,1.0000
1179,187,1.0000
1179,237,1.0000
1179,265,2.0000
1179,320,1.0000
1180,0,1.0000
1180,1,1.0000
1180,2,1.0000
1180,3,1.0000
1180,4,1.0000
1180,5,1.0000
1180,16,1.0000
1180,17,1.0000
1180,48,1.0000
1180,112,1.0000
1180,312,1.0000
1181,0,1.0000
1181,1,1.0000
1181,2,1.0000
1181,6,1.0000
1181,9,1.0000
1181,10,1.0000
1181,203,1.0000
1181,223,1.0000
1181,255,1.0000
1182,0,1.0000
1182,1,1.0000
1182,2,1.0000
1182,3,1.0000
1182,4,1.0000
1182,5,1.0000
1182,27,1.0000
1183,0,1.0000
1183,1,1.0000
1183,2,1.0000
1183,3,1.0000
1183,4,1.0000
1183,27,1.0000
1183,126,1.0000
1183,169,1.0000
1183,207,1.0000
1183,217,2.0000
1184,0,1.0000
1184,1,1.0000
1184,2,1.0000
1184,3,1.0000
1184,4,1.0000
1184,8,1.0000
1184,24,1.0000
1184,41,1.0000
1184,87,1.0000
1184,224,1.0000
1184,252,1.0000
1184,275,1.0000
1184,328,1.0000
1184,367,2.0000
1185,0,1.0000
1185,1,1.0000
1185,2,1.0000
1185,3,1.0000
1185,4,1.0000
1186,0,1.0000
1186,1,1.0000
1186,2,1.0000
1186,3,1.0000
1186,4,1.0000
1186,7,1.0000
1186,25,1.0000
1186,40,1.0000
1186,151,1.0000
1186,237,2.0000
1187,0,1.0000
1187,1,1.0000
1187,2,1.0000
1187,3,1.0000
1187,4,1.0000
1187,5,1.0000
1187,8,1.0000
1187,11,1.0000
1187,33,1.0000
1187,35,1.0000
1187,41,1.0000
1187,78,1.0000
1188,0,1.0000
1188,1,1.0000
1188,2,1.0000
1188,3,1.0000
1188,4,1.0000
1188,5,1.0000
1188,7,1.0000
1188,19,1.0000
1188,133,1.0000
1188,350,1.0000
1189,0,1.0000
1189,1,1.0000
1189,2,1.0000
1189,3,1.0000
1189,4,1.0000
1189,10,1.0000
1189,25,1.0000
1189,97,3.0000
1189,364,1.0000
1190,0,1.0000
1190,1,1.0000
1190,2,1.0000
1190,3,1.0000
1190,4,1.0000
1190,6,1.0000
1190,8,1.0000
1190,10,1.0000
1190,19,1.0000
1190,27,1.0000
1190,187,1.0000
1190,228,1.0000
1190,277,1.0000
1190,285,1.0000
1191,0,1.0000
1191,1,1.0000
1191,2,1.0000
1191,3,1.0000
1191,5,1.0000
1191,24,1.0000
1191,87,1.0000
1191,187,1.0000
1191,248,1.0000
1191,295,1.0000
1191,311,1.0000
1192,0,1.0000
1192,1,1.0000
1192,2,1.0000
1192,3,1.0000
1192,23,1.0000
1193,0,1.0000
1193,1,1.0000
1193,2,1.0000
1193,3,1.0000
1193,4,1.0000
1193,24,1.0000
1193,185,1.0000
1193,233,1.0000
1194,0,1.0000
1194,1,1.0000
1194,2,1.0000
1194,3,1.0000
1194,4,1.0000
1194,6,1.0000
1194,18,1.0000
1194,26,1.0000
1194,131,1.0000
1194,252,1.0000
1194,279,1.0000
1194,332,1.0000
1194,366,1.0000
1195,0,1.0000
1195,1,1.0000
1195,2,1.0000
1195,3,1.0000
1195,4,1.0000
1195,5,1.0000
1195,9,1.0000
1195,21,1.0000
1195,24,1.0000
1195,118,1.0000
1195,120,1.0000
1195,123,1.0000
1195,143,1.0000
1195,156,1.0000
1195,165,1.0000
1195,203,1.0000
1195,358,1.0000
1195,360,1.0000
1195,370,1.0000
1196,0,1.0000
1196,1,1.0000
1196,2,1.0000
1196,3,1.0000
1196,4,1.0000
1196,6,1.0000
1196,8,1.0000
1196,10,1.0000
1196,13,1.0000
1196,15,1.0000
1197,0,1.0000
1197,1,1.0000
1197,2,1.0000
1197,3,1.0000
1197,4,1.0000
1197,6,1.0000
1197,10,1.0000
1197,24,1.0000
1197,172,3.0000
1197,367,1.0000
1198,0,1.0000
1198,1,1.0000
1198,2,1.0000
1198,3,1.0000
1198,4,1.0000
1198,55,1.0000
1198,140,1.0000
1198,160,1.0000
1198,208,1.0000
1198,245,1.0000
1198,275,1.0000
1199,0,1.0000
1199,1,1.0000
1199,2,1.0000
1199,3,1.0000
1199,4,1.0000
1199,19,1.0000
1199,55,1.0000
1199,78,1.0000
1200,0,1.0000
1200,1,1.0000
1200,2,1.0000
1200,3,1.0000
1200,4,1.0000
1200,5,1.0000
1200,7,1.0000
1200,16,1.0000
1200,55,1.0000
1200,184,1.0000
1201,0,1.0000
1201,1,1.0000
1201,2,1.0000
1201,3,1.0000
1201,4,1.0000
1201,5,1.0000
1202,0,1.0000
1202,1,1.0000
1202,2,1.0000
1202,3,1.0000
1202,4,1.0000
1202,5,1.0000
1202,350,1.0000
1203,0,1.0000
1203,1,1.0000
1203,2,1.0000
1203,3,1.0000
1203,4,1.0000
1203,6,1.0000
